职位,薪水,经验,学历,关键词,工作地址
商务英语翻译双休入职五险一金,6000-7000元,1-3年,大专,"商务接待会务支持
岗位职责:
1.负责所有内外部客户及访客接待支持，包括但不限于接听电话、迎送访客，会议室的布置、茶歇及用餐支持、商务礼品的准备及出入库管理等。
2.积极参与商务服务中心的接待服务培训(礼仪&专业能力培训)
3.持续精进并改善服务支持工作，如展厅的更新支持，商务餐饮及礼品更新。
4.做好会议室预定及餐饮预定及服务支持，并将相关预定做好整理及归档工作。
5.灵活度高，做事有眼力，工作内容有始有终，能以结果为导向输出业务结果。
6.能及时反馈并跟进领导交代的其他商务工作，
招聘要求:
1.专科及以上学历，有服务业经者有限
2.形象气质佳，有较强的服务意识，具备亲和力与沟通能力，有较强的抗压能力与随机应变的能力。
3.有驾照者、英语口语较强者优先。
工作时间:
周--周五早8:30-17:00 中午有30分钟用餐时间，
福利待遇：工资5500-6500 每周双休（不固定六日）
备注:
如有相关商务礼仪或讲师证书为加分项!","工作地点
天津滨海新区奥的斯电梯泰达基地101
查看地图"
英语翻译助理,5000-10000元,经验不限,本科,"岗位内容：
1. 负责公司所有英语资料的翻译工作，如邮件、文档、合同、技术说明等。
2. 协助相关部门进行与国外客户的英语邮件沟通。
3. 参与英语会议、谈判的口译和笔译工作。
任职要求：
1. 熟练掌握英语听说读写能力，具备良好的英语表达能力和翻译能力。
2. 能承受较大的工作压力，具备一定的英语翻译经验，熟悉使用常用办公软件和翻译工具。
3. 具备优秀的团队协作能力和沟通能力，思维敏捷，逻辑清晰。","工作地点
无锡市-宜兴市-塍文路28号
查看地图"
英语翻译后勤岗-提供住宿-通勤班车-工作日午餐,5000-6000元,1-3年,大专,"工作内容：
1、负责配合外籍员工的后勤工作，例如：接送机，采购，银行事宜处理等行政工作；
2、处理外籍的突发情况；
3、负责给外籍生活上提供必要的帮助。
要求：
1、大专及以上学历，有语言证书优先，可接受应届生；
2、英语口语流利，能与外籍正常对话交流；
3、工作责任心、耐心较好，沟通表达能力较好。
福利：提供住宿，武汉市区有通勤班车
工作时间：周一至周五8小时，原则上周末双休","工作地点
武汉新洲区双柳街道
查看地图"
英语翻译,8000-10000元,5-10年,本科,"岗位职责：
主要负责项目部的口头与书面翻译工作，具体包括：
1、 在项目涉外技术交流会、项目协调与联络会中进行英汉口语互译工作；
2、 在项目涉外技术交流会、项目协调与联络会中作会议纪要，并作英汉对照；3、 涉外往来的技术资料的书面翻译，包括但不限于往来邮件、项目计划、施工方案、技术手册等；
4、 外方指导人员在项目工地现场进行技术服务时，负责外方人员与中方工程技术人员之间的现场翻译工作；
5、 外方人员在项目现场进行技术培训时，负责现场和课堂翻译工作；
6、 负责公司对外（国外供应商及交流人员）的联络、接待、文件流转、文档制作与整理、会务安排等日常行政事务；
7、 负责公司重要资料以及报批文件的翻译；
8、 领导安排的其它临时性工作。
二、任职要求：
1、本科及以上学历，具有国家六级及以上英语证书，英语、制浆造纸、机电、轻工技术相关专业，具有造纸技术英语翻译或大中型国际企业专职翻译经验者优先。
2、具备优秀的英语听说读写能力，能够流利使用英语沟通交流，并精通造纸技术相关的英语术语,具有较强的文字组织能力；
3、具备出色的沟通协调和团队合作能力，能够和各类工程师和技术人员高效配合，及时沟通翻译过程中出现的问题；
4、具有较强的敬业精神，工作踏实，细心，吃苦耐劳；
5、熟练应用OFFICE办公软件；
6.有成功使用AI提升工作效率经验或者持有飞书效率先锋认证者优先","工作地点
山东省潍坊市昌乐县开发区首阳山路607号
查看地图"
英语翻译,4000-6000元,1-3年,大专,岗位职责：     1、负责公司对外合作项目沟通、商务谈判、对外联络的现场翻译工作；      2、负责项目及其他中英文资料的翻译、整理、存档工作;      3、公司其他业务翻译工作；    4、协助领导完成其他工作。  岗位要求：    1、形象气质佳，性格开朗，自信、乐观，具有较强的商务社交能力；       2、专业英语八级，口语极佳，笔译功底深厚，精通中外互译；         3、工作细致、高效，具有极强的责任心，能长期稳定的工作。         4、熟悉食品行业或者理工专业知识这优先。         5、英语8级以上。,"工作地点
柳州城中区兆安大厦写字楼8楼810室
查看地图"
英语翻译,8000-15000元,1-3年,本科,"职位描述：
1、负责中英文文件翻译、会议口译、陪同口译、笔译流利。
2、国外客户协同接待；
3、处理外贸相关工作；
4、公司领导临时安排的工作
任职条件：
1、本科及以上学历，英语翻译、商务英语等英语类相关专业；
2、英文听说读写流利，英语八级，具备极强的沟通能力、协调能力、学习能力等；
3、2年以上相关工作经历，有医疗行业或外贸销售等相关经验者优先；
4、通过雅思或catti笔译、catti口译三级及以上的优先考虑；
5、工作认真仔细，有责任心，同时具有良好的团队精神。
职位福利：五险一金、带薪年假、全勤奖、周末双休、通讯补助","工作地点
宝安区深圳市兴汇科技有限公司西乡街道新零售数字化产业园C座6楼
查看地图"
英语翻译,3000-4000元,经验不限,大专,"岗位职责：
1.文件起稿及自检；
2.对应修改客户改稿；
3.与客户进行邮件沟通。
任职要求：
1.热爱翻译，语言功底深厚；
2.获得专业八级证书优先考虑；
3.团队意识强，有责任感；
4.吃苦耐劳，能接受加班或通宵班；
5.爱学习，态度积极，接受新知识能力强。

职位福利：创业公司、全勤奖、加班补助、五险一金、包住、餐补、节日福利","工作地点
沙坪坝区重庆大学城
查看地图"
商务英语翻译,1.5-2.5万,经验不限,本科,嘿，你好呀！我们正在寻找一位充满激情、认真负责的英语翻译小伙伴，一起为公司的国际化助力！ 你的工作将是翻译公司的各种文件和资料，让我们共同打破语言障碍，搭建起沟通的桥梁。 如果你满足以下条件，就赶快加入我们吧！ 英语专业本科及以上学历； 有翻译工作经验者优先，但新手也欢迎哦； 英语流利，中文表达清晰； 熟练使用各种翻译工具； 责任心强，热爱团队工作。 我们期待你的加入，一起成为公司国际化进程的得力助手！,"工作地点
福州福清市中联蓝天花园3101-112A栋2905室
查看地图"
英语翻译,8000-10000元,3-5年,本科,"岗位内容：
1. 翻译各类文件、合同、协议等文书，并确保翻译准确无误。
2. 协助组织商务谈判、会议等英语沟通工作。
3. 负责英语口译、笔译和文字编辑等工作。
任职要求：
1. 英语专业本科及以上学历，熟练掌握英语听说读写能力。
2. 具备3年以上英语翻译经验，对财务、法律、商务等领域具有深入的了解。
3. 熟悉常用办公软件以及翻译工具，有良好的团队协作能力。","工作地点
北京朝阳区创意总社1949传媒产业基地
查看地图"
英语翻译（工作地点：非洲安哥拉）,1.5-1.8万,1-3年,大专,"岗位职责：
1. 负责日常英语口笔译工作，涵盖商务洽谈、会议纪要、文件合同、日常沟通等场景，确保翻译准确、流畅，无歧义；
2. 协助上级处理日常行政、商务辅助工作，包括文件整理、会议筹备、跨部门/跨合作方对接协调，高效完成上级交办的各项任务；
3. 维护日常英语沟通渠道，及时响应内外部沟通需求，规避语言沟通误差导致的工作风险；
4. 协助整理翻译资料、建立词汇库，优化翻译效率及质量，配合团队完成各项工作推进。
任职要求：
1. 学历专业：专科及以上学历，英语专业（CET-6/专业八级优先），具备扎实的英语听说读写译能力；
2. 工作经验：有1年以上英语翻译相关工作经验，有助理类工作经验者优先（行政助理、商务助理均可）；
3. 核心能力：责任心强，细致严谨，能快速对接需求、高效完成工作；具备良好的沟通协调能力和团队协作意识，适应海外独立工作环境；
4. 其他要求：无不良记录，能长期驻留安哥拉（可接受定期休假）；了解安哥拉当地文化、商务礼仪者加分，具备基础葡语沟通能力者优先；
5. 抗压能力强，能适应海外工作节奏，服从公司关于工作地点、工作内容的合理调配。","工作地点
大连沙河口区星海凯泰铭座-B座
查看地图"
英语翻译,7000-8000元,3-5年,本科,"本科以上学历，英语及其他语种专业，语言表达能力和专业术语能力强，25周岁以上，主要负责国外技术专家对公司生产技术设备指导翻译，接待外宾，商务洽谈等翻译工作。
五险一金","工作地点
吉林省辽源市东丰县东丰镇永青向阳路东宝驾校西北100米
查看地图"
驻外英语翻译,1-1.6万,1-3年,大专,"岗位职责：
1、负责公司与政府部门或企业的联络、商务谈判的翻译工作；
2、政商邮件翻译及公司文宣资料的翻译工作；
3、外商来访接待及现场翻译工作，上级领导对外活动的日常翻译；
4、接受总经理安排的其他日常工作。
岗位要求：
1、英语或相关专业；
2、有海外工作经验，精通英语的听说读写能力；
3、能吃苦耐劳，有团队精神，乐于不断学习，自我提升；
4、工作有条理，有责任心，态度严谨；","工作地点
苏丹港
查看地图"
